"navn","kommune","fylke","kategori","iua","lenke_faktaark","longitude","latitude","uuid_original","nodhavnnummer","forvaltningsstatus"
"Veggefjord","Karlsøy","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Veggefjordx.pdf","19.214999999977341","70.066666666671352","26011d68-bd27-4ade-ad24-cd8c935ec01b","10","Vedtatt"
"Spilderbukta","Balsfjord","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Spilderbuktax.pdf","18.498333333329807","69.433333333335952","1bcfbac3-aa54-43d9-945c-ac756c12d5f1","20","Vedtatt"
"Forsåbukta","Dyrøy","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Forsaabuktax.pdf","17.476666666657806","69.033333333336628","31d94bfa-f940-4f44-a07f-e68db3d386df","21","Vedtatt"
"Kipertneset","Ibestad","Troms","2","Sør-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Kipertnesetx.pdf","17.186666666657686","68.776666666665619","a220fbe4-0c4d-455a-abd7-ad6d4b30773d","23","Vedtatt"
"Foldvik","Gratangen","Troms","2","Sør-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Foldvikx.pdf","17.436666666662276","68.691666666663963","e59cc376-a841-4a49-b9d4-25f65dcb1b2a","24","Vedtatt"
"Dypingen","Harstad","Troms","2","Sør-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Dypingenx.pdf","16.554999999991438","68.949999999997345","3dbd62b2-62c8-4836-8170-5c59383543a3","25","Vedtatt"
"Kasfjord","Harstad","Troms","2","Sør-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Kasfjordx.pdf","16.321666666657965","68.834999999996754","016fcd28-b5f1-41c9-9a0e-02b0fbff34b6","27","Vedtatt"
"Fjordbotn","Hammerfest","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Fjordbotnx.pdf","23.323333331862418","70.745000000032306","24971e96-e67e-403d-b279-0c0a6227a850","53","Vedtatt"
"Langstrandfjord - Vaerbotn/Krakebukta/Kuvika","Hammerfest","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Vaerbotnx.pdf","23.187043266207926","70.671515014989382","a9b98671-2008-4d07-8061-f403d7851aa8","55","Vedtatt"
"Øyfjorden","Hasvik","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Oyfjordenx.pdf","22.619999999207003","70.546666666681489","d920f8e4-6460-4c6e-8afe-c979cf637638","57","Vedtatt"
"Kipperfjordbotn","Hasvik","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Kipperfjordbotnx.pdf","22.466666665967171","70.525000000011815","7a3efd67-8c72-425d-b9a9-25723e2eb8b5","58","Vedtatt"
"Loppa","Loppa","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Loppax.pdf","21.4399999997481","70.330000000000382","d1de2b87-bee2-426b-88c2-d9c56f3189c5","59","Vedtatt"
"Tverfjord","Kvænangen","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Tverfjordx.pdf","21.81166666627233","70.081666666678231","689d0403-05b5-47c8-a4b4-223dbc56dad0","2","Vedtatt"
"Kågsundet sør om Laukøy","Skjervøy","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Kaagsundetx.pdf","20.811666666537246","70.066666666667913","e2d4b5c6-1127-48c7-b713-f0b35381e78a","3","Vedtatt"
"Trondheim/ Ilsvika","Trondheim","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3160101_Trondheim_Ilsvika.pdf","10.355833332613372","63.434000000126701","8aac795e-0d0f-4460-b440-68626caa04e1","3160101","Vedtatt"
"Kvithyll","Indre Fosen","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3162401_Kvithyll.pdf","9.893333333546975","63.565000000082023","e3d81a83-82aa-4a7b-8de9-a6f083d7354a","3162401","Vedtatt"
"Selvabukta","Orkland","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3162202_Selvabukta.pdf","9.730000000868973","63.616666666388276","55fe7acb-99ac-40dc-ae12-fc9d3611e554","3162202","Vedtatt"
"Hommelvik","Malvik","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3166301_Hommelvik.pdf","10.790000000794542","63.418333333037701","45c3c9ec-3f5f-4523-b798-47dfc6deeeb7","3166301","Vedtatt"
"Muruvik","Malvik","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3166302_Muruvik.pdf","10.844985354658538","63.437664836444071","c1fbd6d1-3e8f-48f3-b1c3-8e4f358b35e3","3166302","Vedtatt"
"Hestvika","Hitra","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3161701_Hestvika.pdf","9.206666667784825","63.563333332975148","33d6bdfa-eb88-4e75-82c9-cad6b2aecc6e","3161701","Vedtatt"
"Kværnhusvika","Hitra","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3161702_Kvernhusvika.pdf","8.80181435895512","63.638497472238925","a038a323-67d5-4f5c-861a-429bc22371fe","3161702","Vedtatt"
"Brekstad","Ørland","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3162101_Brekstad.pdf","9.671332429161046","63.68682521470997","8014d457-4911-477c-bf8c-adb034e314f3","3162101","Vedtatt"
